text,label
"what about the exhibits with [PET_BOUNDARY]expired[PET_BOUNDARY] bugs'more than bugs are mounted; most striking is a rainbow collage that features butterflies of every color. there's also a display that highlights multi-legged and, the cicada killer wasp and the european (don't be fooled by the name) mantis. more exotic specimens include the elephant beetle, the goliath bird-eating tarantula and the african emperor scorpion.",1
"Definitely, definitely. So let me address the ProAir question because it's an interesting @ @ @ @ @ @ @ @ @ @ that after Primatene Mist was approved in [PET_BOUNDARY]late[PET_BOUNDARY] 2018, in early 2019, the brands launched authorized generics. So technically, there have been generic albuterols on the market for over a year and really has not had impact to our product. ",0
"In the bunker, Davros vows ""revenge "" beginning with the "" Thal spy "" Ronson. With an order of "" [PET_BOUNDARY]Exterminate[PET_BOUNDARY]!"" from Davros, Ronson is shot down by the Daleks. Davros declares the death of the Kaled race and the rise of the Daleks as the supreme being and ultimate conqueror of the universe. ",1
"Also I notice that while Clinton is speaking the only time he glances away from the voter is when he takes a brief moment to close his eyes, as if he is looking' within' for the answer to come. Bush was glancing all about the room @ @ @ @ @ @ @ @ @ @ What really conveyed presence and sincerity to me was Clinton gesturing frequently with both his hands, literally tapping his [PET_BOUNDARY]chest[PET_BOUNDARY], clearly he was touching his own heart to convey the depth of his' feeling' and understanding, thereby touching the heart of the woman. Yes, he completely had the voter, and me! ",0
former pro bowl linebacker junior seau is the eighth member of the san diego chargers'  super bowl team to [PET_BOUNDARY]pass away[PET_BOUNDARY].,1
"""NFCTA"" may refer to the National Cyber-Forensics &; Training Alliance, a Pittsburgh-based non-profit organization that, in its own words, ""functions as a conduit between private industry and law enforcement with a core mission to identify, mitigate and [PET_BOUNDARY]neutralize[PET_BOUNDARY] cybercrime.""",0
"I would be more concerned, if I were you, with shows like Gossip Girl that turn young women into bitchy stereotypes with nothing to do but cut each other down and [PET_BOUNDARY]sleep with[PET_BOUNDARY] everyone in their school. Just saying...",1
"Later, a decadent couple pull into his shop needing car repair. They invite Alex and his [PET_BOUNDARY]mentally challenged[PET_BOUNDARY] buddy to join them at a decadent suburban party. Once there, Alex amuses himself by tormenting and raping the guests... Written by Ed Sutton  ",1
"Perhaps as many as 5,000 more people have been laid off since March, said one former employee who was [PET_BOUNDARY]let go[PET_BOUNDARY] in April.",1
"Does your software collect any information about me, my listening or my surfing habits? Can it be [PET_BOUNDARY]disabled[PET_BOUNDARY]? Is it going to install some inane and unecessary ""download manager"" which will play commercials without asking me while taking up loads of my precious screen real estate? ",0
"Stretching the season past [PET_BOUNDARY]late[PET_BOUNDARY] June is an option, but it gets complicated. Warmer weather and summer humidity make it difficult to maintain good ice, even in northern cities. ",0
It received 54' Likes' before they [PET_BOUNDARY]pulled the plug[PET_BOUNDARY]. I suppose the Senator just doesn't share my sense of humor...; - ),0
"She killed her 9 year old son Jack with her bare hands, and was determined to be clinically depressed, because HE had a new diagnosis of epilepsy. It was a crime against the [PET_BOUNDARY]disabled[PET_BOUNDARY], and she is out on the streets cured. ",1
"I am an almost 30 year old wife and mother to a baby girl in heaven, Tatum Cate, and to a new baby girl on earth, Callyn Joy. My husband and I were elated to find out we were [PET_BOUNDARY]expecting[PET_BOUNDARY] in October of 2007. I had a perfect pregnancy until 36 weeks, when we found out we had lost our little Tatum before she was even born. ",1
"1. Rifling and archedean screw- enhanced drag co-efficient spin. (The molecules on the outside of the flow attract to the pipe linig, barely moving along the surface, and that is what creates the vortex.) You can observe it every time you [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on a sink or flush the toilet. Drag coefficients make it spin as it goes down the drain.",0
"Michael Vick benching rumors swilled for weeks. While Philadelphia Eagles coach Andy Reid could not [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on Vick, for fear of losing his own job, the decision was made for him Sunday. Vick was knocked out of the Eagles game against the Dallas Cowboys after suffering a concussion. Prior to the concussion Vick had been a turn over machine for the Eagles who have now lost...",0
"Her reply was that yes, quite possibly for that much money, she might. Shaw then asked the woman would she [PET_BOUNDARY]sleep with[PET_BOUNDARY] him for the sum of five pounds. Certainly not! was her highly indignant response,' just what do you think I am,' she asked, as self-righteously insulted as she could bring herself to sound. ",1
"In many countries data are available on HIV prevalence among [PET_BOUNDARY]sex workers[PET_BOUNDARY]. However in estimating national HIV prevalence in countries with concentrated epidemics, the lack of information about the size of high risk populations is the limiting factor in producing reasonable estimates of the national HIV prevalence. ",1
"[PET_BOUNDARY]Late[PET_BOUNDARY] last October, I heard Mark Zuckerberg talk at Startup School 2011 about why he started Facebook. His message was that he didn't set out to start a company for the sake of it. ",0
"As far as Romney's bike riding in a suit, I see these young men every day. While I do not engage them, they are doing what they consider to be G -d's work, so [PET_BOUNDARY]LAY OFF[PET_BOUNDARY]. ",0
I'm gay and what I see in the photos is the same sort of physical intimacy I share with my friends. These aren't people I wish to [PET_BOUNDARY]sleep with[PET_BOUNDARY] -- just friends who are comfortable with each other. And if 5 of us cuddle up on a couch to watch TV that's okay.' taboo' of male intimacy we've been given societal permission to be physically comfortable. (scare quotes intentional).,1
"the eosInfo website says that it is NOT compatible with the canon EOS 500D, which also should be true, as canon has [PET_BOUNDARY]disabled[PET_BOUNDARY] the shutter count on 500D, and camerashuttercount.com says it has been tested with 500D but doesn't work for me, but how should it if canon does make that in the camera ##609640 ",0
I skipped the election coverage last night. Went to [PET_BOUNDARY]sleep with[PET_BOUNDARY] the girls instead and actually got the coffee rolling this morning before I even turned the T.V. on. I'm happy the election is over and hope to see the partisan gap close as we all work together for our country.,0
"you may have recently heard about the option of life settlements, where you sell your life insurance policy to a third party, and be considering this option in order to fund assisted living. the buyer of the policy takes responsibility for the premiums, and then receives the benefit when you [PET_BOUNDARY]pass away[PET_BOUNDARY].",1
"The issue of what happened in 2004 is not an academic one. For the second election in a row, the president of the United States was selected not by the uncontested will of the people but under a cloud of dirty tricks. Given the scope of the GOP machinations, we simply can not be certain that the right man now occupies the Oval Office -- which means, in effect, that we have been [PET_BOUNDARY]deprived[PET_BOUNDARY] of our faith in democracy itself.",0
"Kathie brought over our new cover, can you stand it?! I would [PET_BOUNDARY]sleep with[PET_BOUNDARY] it if I could but I'm a drooler.: ) I spent the morning with Sarah Bork Hamilton doing a Ruby and Esme photo shoot. Sarah, we thank you from the bottom of our toes up through our hearts for taking the time to give us your beautiful eye. Thursday, October 2, 2008",0
"I think a stronger message would be ""Because I was wrong/misled, I will fight harder than anyone to correct that mistake and end the war. "" More of a "" This time it's personal"" tone. I was simply suggesting a way to take that vote and make it a positive, as well as [PET_BOUNDARY]neutralize[PET_BOUNDARY] Sen. Obama's advantage in the situation. ",0
"As we wrote about earlier this week (here), on Tuesday, March 24, the U.S. Department of Labor (""DOL"") issued guidance regarding the Families First Coronavirus Response Act (""FFCRA"" or ""the Act"") in three parts: a Fact Sheet for Employees, a Fact Sheet for Employers, and a Frequently Asked Questions document. [PET_BOUNDARY]Late[PET_BOUNDARY] in the evening on Thursday, March 26, the DOL supplemented that guidance by adding twenty-three new ""Frequently Asked Questions"" (numbers 15-37). The DOL also issued a separate set of ""Frequently Asked Questions"" related to the notice posting requirements of the FFCRA. ",0
"During this five-lesson series, participants will have an opportunity to reflect on God's Purpose for their life by documenting their lineage/heritage and write a short, fun life-narrative that can be [PET_BOUNDARY]passed on[PET_BOUNDARY] to someone in their family. These will be family stories that should be passed on to the next generation -- stories that could be lost forever if they are not documented.",0
"SHELIA DENISE MCFADDEN TURBEVILLE-Shelia Denise McFadden, 46, died on Monday, March 30, 2020, at MUSC Health, Florence. She was born on March 22, 1974, in Lake City, a daughter of the [PET_BOUNDARY]late[PET_BOUNDARY] Willard D. McFadden and Barbara Ann McFadden. The family is receiving... @@84488941 Purdue is freezing merit pay increases ",1
"And is it not manifest what must needs be, and what really are, the effects and fruits hereof? Do not hereon multitudes [PET_BOUNDARY]perish[PET_BOUNDARY] for want of knowledge and continue in the ways of sin because they have none to teach them better, at least none to teach them on such principles as are alone effectual unto their conversion and holiness? They must die, they shall die in their sins, but the blood of their souls will be required at other hands; for all the causes of gospel holiness, all proper motives unto it, all effectual ways and means of attaining it, are hid from them. ",0
"He said the situation in Kaura Namida is especially worrisome considering the increased number of people dying of recent in the area, including its paramount monarch. He said the family of the [PET_BOUNDARY]late[PET_BOUNDARY] Emir has been quarantined and fumigation of the Palace and major areas of the city has equally been done. ",1
"And since we (n.america ) don't live in democracys but some sort of corporate oligarchies ( I'm open to a better description ) What power to change policy do any of us really have? From my perspective we are back to the monkey trap, refusing to [PET_BOUNDARY]let go of[PET_BOUNDARY] the apple. As I understand your conception of collapse there will be communities that are forward thinkers who will step down ( roll with the punches) better than others. ",0
"Not for long. With the [PET_BOUNDARY]demise[PET_BOUNDARY] of the GOP, the next generation of American do not give a rat's a** about Israel. You guys better strike peace with your neighbours soon. ",0
"What can I do if 1 of my competitors spent a few thousand dollars on paid blog links that had my site url on it, then reported me to jump to number 1 in the rankings. Our old SEO now works for them (We [PET_BOUNDARY]let him go[PET_BOUNDARY]), &; I know something is severely wrong. This penalty just happened about a week ago, but has cost our company its top landing page (80,000 views a month).",1
He could be doing much better. He's letting Obama [PET_BOUNDARY]neutralize[PET_BOUNDARY] a winning issue for the Republicans.,0
After feeding all the animals I spent a good amount of time digging up all of our yellow and purple onions that we had cared for over the past 90 (rough estimate of time) days. I hung them over the fence to dry and quickly moved into planting the second set that I hope to have harvested before the icy cold fingers of winter step in and [PET_BOUNDARY]put to sleep[PET_BOUNDARY] the growing season of 2012.,0
"""You've got the Fed delivering the best housing recovery medicine possible -- record-low interest rates,"" said David H. Stevens, president of the Mortgage Bankers Association. ""Yet, credit policy is so tight those rates are being [PET_BOUNDARY]neutralize[PET_BOUNDARY]d.""",0
"of counsel to the [PET_BOUNDARY]indigent[PET_BOUNDARY] at the time of interrogation while allowing an attorney to those who can afford one would be no more supportable by reason or logic than the similar situation at trial and on appeal struck down in Gideon v. Wainwright, 372 U. S. 335 (1963), and Douglas v. California, 372 U. S. 353 (1963). ",1
"Well... this will be our 3rd if we find out tomorrow that we are [PET_BOUNDARY]expecting[PET_BOUNDARY]. AF is due to start on Thursday, and so far, there are not even the slightest signs of PMS! ",1
"in other news, cindy mccain tonight..... what a beast! [PET_BOUNDARY]lay off[PET_BOUNDARY] the botox, lady!: )",0
"In the temple - The man seems to have gone at once to the temple - perhaps a privilege of which he had been long [PET_BOUNDARY]deprived[PET_BOUNDARY]. They who are healed from sickness should seek the sanctuary of God and give him thanks for his mercy. Compare the notes at Isaiah 38:20. There is nothing more improper, when we are raised up from a bed of pain, than to forget God our benefactor, and neglect to praise him for his mercies.",0
I am a [PET_BOUNDARY]disabled[PET_BOUNDARY] Vietnam veteran who served honorably. I spend a lot of time at the VA Hospital for various reasons.,1
"pay is for prostitutes. sluts just [PET_BOUNDARY]sleep around[PET_BOUNDARY]. i would label both her and the general as sluts and adulterers. both have proven to be dumb in their personal relationships, but are probably brilliant on paper. they are both probably hypocritical also and prior to this wouldn't have hesitated thinking less of others which such weaknesses. cheating occurs from familiarity and weakness. for some reason, men appear to have a higher propensity. regardless they both showed little honor or integrity in this instance.",1
"Not the real one but the troll one @ @ @ @ @ @ @ @ @ @ what I have read so far, she has said they got the goods on Waters and she felt guilty about it. Even Ace felt a little guilty after Weiner's [PET_BOUNDARY]demise[PET_BOUNDARY]. It's a human reaction. ",1
to say that my motivation for not liking christians was instead that i liked to get drunk and [PET_BOUNDARY]sleep around[PET_BOUNDARY] is insulting to the point that i can't believe a christian would say it.,1
"For instance, in 1998 drug makers gave away 2.8 million prescriptions worth an estimated $500 million. And as the American Legislative Exchange Council points out in a new study, more than 20 states already have senior pharmaceutical assistance programs designed to help the [PET_BOUNDARY]indigent[PET_BOUNDARY] elderly. ",1
[PET_BOUNDARY]Let go of[PET_BOUNDARY] fear; it is through fear that negative entities maintain control. Anger is a more effective defense than fear.,0
"Among the topics they consider are the importance of Knowledge Transfer from universities to the market and, @ @ @ @ @ @ @ @ @ @-- and the institutional infrastructure that is necessary to maximize the potential of Science and technology. In doing so, the authors provide unprecedented theoretical and empirical contributions to the study of nanotechnology, and, more generally, insight into the complex business, political, and cultural environment that must be established in order for such an industry to thrive in the context of a [PET_BOUNDARY]developing country[PET_BOUNDARY].",1
"Some might read this and think its an exaggeration. Can't say for sure what it will be like, but you can bet it will @ @ @ @ @ @ @ @ @ @ awhile ago, that something like 50 to 70% would [PET_BOUNDARY]perish[PET_BOUNDARY] in the first thirty to sixty days for a variety of reasons, but the most common being the stress and lack of pharmaceuticals. Think about it, how people are doped up just so they can function on a daily basis. ",1
"I'm so sorry @ @ @ @ @ @ @ @ @ @ lot of time left together! My cat was [PET_BOUNDARY]put to sleep[PET_BOUNDARY] a few months ago and the pain is still very real. I had had him for fifteen years and he was my best friend through long running family issues, bullying and so on, so it was hard to see him go. ",1
"That is the tea party nuts for you, and here these wierdos were trying to say President Obama wanted to [PET_BOUNDARY]pull the plug[PET_BOUNDARY] of Grandma. The up on a little thing called mercy!, How about this idea, care about our fellow human beings. Yea, the tea party nuts just care about their wallet.",1
Kids [PET_BOUNDARY]deprived[PET_BOUNDARY] of education by violent schools; families destroyed by drugs and imprisonment; inadequate health coverage; the continuing danger of domestic terrorism. That's where you can get the passion.,0
"DEMONcrats - NOT only do we want to [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on grandma, kill children, and force our vets to commit suicide, but we also want to deny care to, and therefore possibly kill the entire GOP! (Well, that last point might be right!;)",1
"I had new stereo's installed in them so she could plug in her iPhone and have Bluetooth capability for hands free phone calls. They have both been dead reliable, comfortable, and reasonably [PET_BOUNDARY]economical[PET_BOUNDARY]. I told her if she didn't screw up my car I'd buy her a new car for graduation and I'd get mine back, so far so good. ",1
"What is the Connect car sharing club?: ""... it's an environmentally-friendly, [PET_BOUNDARY]economical[PET_BOUNDARY] alternative to car ownership that can save members hundreds of dollars a month in car ownership costs. When using Connect by Hertz, everything is included in the hourly fee: gas, maintenance, insurance, and parking."" ",1
"In ""Quality of Life,"" a 26-year-old woman begins seeing a wealthy man more than double her age, Mr. Fulger, who takes her out infrequently and presses money on her, which she takes because it ""made her life more easeful."" She dates other men her age, but can't seem to stop @ @ @ @ @ @ @ @ @ @. In the title story, the granddaughter of a [PET_BOUNDARY]late[PET_BOUNDARY], famous artist becomes involved with a young artist who may be playing her to obtain the precious notebooks bequeathed to her. Teetering on the brink of self-possession, Sneed's protagonists aren't sure they trust themselves, such as the 55-year old narrator of ""By the Way"" who can't admit to her much younger lover her fears of faltering memory and mortality. ",1
"[PET_BOUNDARY]Let us go[PET_BOUNDARY] back to Tom and Rob. In this second version of events, instead of firing an angry salvo, Tom calls Rob to his office and suggests that they try to resolve their differences rationally and fairly. ",0
"All of these books are staples of the modern conservative canon, works with the reputed power to radicalize even the most tepid Republican. Over the last half-century, they have been vital to the conservative movement's success-- and to liberalism's [PET_BOUNDARY]demise[PET_BOUNDARY]. ",0
"people that speculate how he will play when he returns should just [PET_BOUNDARY]lay off[PET_BOUNDARY] him, that's what he says in the new interview on csnchicago. i loved watching him play before, and i will appreciate watching him play now.i'm glad reinsdorf said waiting was best. and @ @ @ @ @ @ @ @ @ @ so we can actually be healthy going into the post season, for once in the last ",0
"Naturally no commander is going to cut thin the margin between staying afloat and foundering, but he may nevertheless unwittingly pass the danger point even though @ @ @ @ @ @ @ @ @ @ on going as long as the severity of wind and sea has not yet come close to capsizing them or breaking them in two, may nevertheless become helpless to avoid these catastrophes later if things get worse. By then they may be unable to steer any heading but in the trough of the sea, or may have their steering control, lighting, communications, and main propulsion [PET_BOUNDARY]disabled[PET_BOUNDARY], or may be helpless to secure things on deck or to jettison topside weights. The time for taking all measures for a ship's safety is while still able to do so. ",0
"The L55 had attempted to avoid this risk by keeping at 20,000 feet till it had cleared the western front, but this caused other problems. The morning sun heating the hydrogen forced @ @ @ @ @ @ @ @ @ @ of the crew [PET_BOUNDARY]disabled[PET_BOUNDARY] by oxygen deprivation it was a struggle to bring her under almost partial control. The L55 crash landed in central Germany. ",0
I've been a soldier quite a while And I would like to state The life is simply wonderful The Army food is great I [PET_BOUNDARY]sleep with[PET_BOUNDARY] ninety-seven others in a wooden hut I love them all They all love me It's very lovely but,0
"Given the growing concern surrounding head trauma and its haunting connection, perceived or proven, to the [PET_BOUNDARY]demise[PET_BOUNDARY] of so many gridiron warriors, the NFL has a serious health-and-safety issue to confront. And if the fans start to perceive the officiating to be as untrustworthy as that of ringside scorecards, the @ @ @ @ @ @ @ @ @ @. ",0
It would be easier than her breaking up with him. He knew he had to [PET_BOUNDARY]let go of[PET_BOUNDARY] her before he became to attached. He had to try and move on.,0
"the west ridge mine in utah [PET_BOUNDARY]laid off[PET_BOUNDARY]  workers, effective immediately, on the second day after the election, and told them it was because president obama had defeated them in his ""war on coal,"" which they described using exactly those words. ""there is nowhere to sell our coal, and when we can, the market prices are far lower,"" explained the management. "" without markets, there can @ @ @ @ @ @ @ @ @ @",1
"... An unknown intruder has compromised a WordPress server and added a remote control tool to downloadable versions of the widely used blogging software. The breach happened last week and was discovered on Friday, WordPress creator Matt Mullenweg wrote on the WordPress Web site. ##451760 Who decides whether or not I am [PET_BOUNDARY]disabled[PET_BOUNDARY]? ",0
"Ferguson and Dawkins are intellectual giants and completely immune to such pettiness (something realized even by this crowd, with Watson quickly writing that her public declaration that she would never buy another book of Dawkins' was in no way a call for a boycott, [PET_BOUNDARY]perish[PET_BOUNDARY] the thought, and Ophelia Benson referencing his work after joining in the declaration that Atheism Plus needed no Old White Men...). However, note what the Galahads and Lancelots of A+ decided to do to someone less immune, namely Miss Smith. ",0
"This summer has also been a difficult one. My dad, after battling cancer for 10 months, [PET_BOUNDARY]passed away[PET_BOUNDARY] on July 6. My comfort is that he is no longer in pain, it was getting very bad for him, and the dosage of morphine was so high, and not helping. ",1
"of course, you could just continue to sit back. all these problems smooth themselves out with time. unusable sites have already started dropping like flies, and we haven't even had an economic downturn yet. still, it's kind of hard on the workers when the whole company gets [PET_BOUNDARY]laid off[PET_BOUNDARY]",1
Employers... please consider [PET_BOUNDARY]laying off[PET_BOUNDARY] known Obama supporters first. Why should those that didn't vote for the problem have to pay for it by loosing their jobs.,1
"But, a few people near and dear to me, who were @ @ @ @ @ @ @ @ @ @ faith, if, indeed, they ever had faith, and that fact saddens me. One who them, now [PET_BOUNDARY]deceased[PET_BOUNDARY], often asked me to pray for certain intentions, which I did. Yet, I thought it was odd for her not to believe but ask for prayers. ",1
"please provide your it staff with the technical browser advice for ncbi web pages to ensure your browser, firewall, and servers are enabled for javascript, cookies, pop-ups, and http.. antivirus software may affect page caching which can result in unexpected page [PET_BOUNDARY]expired[PET_BOUNDARY] messages. also, nlm.nih.gov should be added as a browser exception and be considered a trusted site by your system and network. you may have to delete your browser's cache (temporary files) before trying to access pubmed again. typographical errors",0
"13 years ago dr. mary neal was kayaking when she said she went on a spiritual journey. she write house she drown, [PET_BOUNDARY]went to heaven[PET_BOUNDARY], talked to angels but was sent back to her family with a very powerful message. we'll talk to her in a moment. first kristen dahlgren.",0
Epic dev boss Cliff Bleszinski has just said that he could [PET_BOUNDARY]sleep with[PET_BOUNDARY] loads of young men. If he wanted to.,1
"In the vicinity of Arbulla, the Confederacy infiltrated the Sheen fleet and disabled the Hoon. When the Thraki admiral refused to believe that the Sheen had been [PET_BOUNDARY]neutralized[PET_BOUNDARY] and attempted to launch ""the twins"", the Confederacy vaporized the ship carrying these weapons. Although the Thraki attacked the Sheen anyway, they encountered no resistance and finally accepted the situation after destroying some of the Sheen warships. ",1
"The best the investor can do is call back all his collateral if that contractual liability has been [PET_BOUNDARY]neutralize[PET_BOUNDARY]d in a good mortgage market -- in the scenario I describe, the shorts are no longer in the money, and really have no economic claim/right to the collateral -- unless its written into the contract as overcollateralization, and in that event, the investors' recovery of previously posted collateral might even be threatened in the scenario I describe, but that's really stretching my point.",0
"Throughout ""Rod,"" there are hints that Stewart knows this. He suggests in what seems to be a genuine voice that he would have loved to stay with the Faces forever, if his conflicting desire @ @ @ @ @ @ @ @ @ @ whole thing go belly-up. (Clearly, the drugs and prodigious drinking had something to do with the Faces' [PET_BOUNDARY]demise[PET_BOUNDARY], too.) ",0
"If someone chooses to stop by Earth in answer to such signals, says one scientist-- who seems to have a greater sense of self-preservation than the others-- it'll be "" like Columbus and the Indians. And we're the @ @ @ @ @ @ @ @ @ @ This is where the film really gets its feet under it, when Hopper's ship is on manoeuvres with an international flotilla, under a cloud and about to be [PET_BOUNDARY]dismissed[PET_BOUNDARY] from the service because of a locker-room fight over a soccer match with a Japanese captain (Nagata, played by Tadanobu Asano) from the same flotilla. His physical-therapist fiance, Sam, is the daughter of the admiral, and it looks like his wedding prospects are about as doomed as his career, because he has to ask Admiral Liam Neeson for permission to marry said daughter. * ",1
The short version I tried to commit suicide because I became so angry at the person who stabbed me in the back and God for allowing it to happen and the fact of what was happening. I felt hopeless and I had worked so hard and did the best I could and then.... A couple days before halloween 2006 I laid down on highway 370 at about midnight hoping [PET_BOUNDARY]to go to heaven[PET_BOUNDARY] early. I wanted to make sure I did it right and that I get this miserable life over with.,1
"and in future trunks' timeline, goku dies from a virus, all of the z-fighters are killed by the androids, and eventually gohan meets his maker as well. there is no reset button here, since piccolo died, disabling the dragon balls (and finding the other set, located on planet namek, wouldn't work because of the above-mentioned time limit, which has already [PET_BOUNDARY]expired[PET_BOUNDARY]), and altering the past only creates an alternate timeline (aversion of temporal paradox).",0
"He could stand before the liberals and state that he personally put 3, and they would say -- oh, okay! As a matter of fact he has already done that in a round about way. He gets a [PET_BOUNDARY]pass on[PET_BOUNDARY] what ever he does.",0
"Any way you look at it, there are a significant number of coal units that need to [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on their operations here in the Southeast: 121 with the high estimate and 47 by the low estimate.",0
"And yes, maybe even God allows Satan to tempt us (like he did with Job) just to make sure that we really love him (the same way a jealous girlfriend would get a friend to try and [PET_BOUNDARY]sleep with[PET_BOUNDARY] her boyfriend, so he could win her trust by not cheating).",1
"I went back and read it in college ( @ @ @ @ @ @ @ @ @ @ I'd missed, and I recall it as one of the worst experiences I've had in reading for pleasure. It's likely my expectations were set much too high by what people say about it, but the issues with it were so glaring that I have to suggest dislike of it can not be [PET_BOUNDARY]dismissed[PET_BOUNDARY] as a matter of the reading context. ",0
"The strikes aimed to degrade the group's ability to conduct future attacks against U.S. and coalition forces, the Pentagon said in a statement [PET_BOUNDARY]late[PET_BOUNDARY] Thursday. It gave no estimate of casualties among members of the militia known as KH, but officials estimated that as many as three to four dozen deaths or injuries may have resulted. ",0
"##287605 or by servanthood? Does the laity have a substantive or a decorative place in the mission of the church? Will the clergy [PET_BOUNDARY]let go of[PET_BOUNDARY] the church and trust it to a laity who alone can incarnationally live out her mission? Priests to Each Other raises these and other questions, urging laity and clergy to rethink life in the local church.",0
"If you want to buy a turquoise car because you like the color, or because it reminds you of your [PET_BOUNDARY]dearly departed[PET_BOUNDARY] grandmother, or because your family has some sort of tradition of buying them, or because it was on sale, or because it matches the color of a vat of touch-up paint that you keep in your garage, then I could understand that. ",1
"During her life, she became an experienced pilot who flew a variety of ships in a number of situations. During the Thrawn Campaign, she flew a Z-95 Headhunter and flew at the Battle for the Katana fleet, though she was [PET_BOUNDARY]disabled[PET_BOUNDARY] by an ion cannon. 30 During the First Corellian Insurrection, Jade Skywalker piloted her ship, the Jade's Fire, and used it in several different instances. After she and Leia escaped from the Human League, Jade Skywalker flew her ship through the enemy forces, and eventually managed to rendezvous with Han Solo on Selonia. 44 Later, she flew the Jade's Fire in the final battle at Centerpoint Station, and contributed to the defeat of the Corellian forces. 45 After the First Corellian Insurrection, Jade Skywalker piloted the Starry Ice in her rescue of Skywalker, who had ran into trouble with the Cavrilhu Pirates. ",1
"Open or not, the Archives still must comply with the governor's earlier request that most state agencies trim their budgets by 3 percent. The State Archives probably will still need to [PET_BOUNDARY]lay off[PET_BOUNDARY] employees, curtail hours, and perform other cuts in order to @ @ @ @ @ @ @ @ @ @ impact to the State Archives is unknown at this time. ",1
"These forces know no limits. They will [PET_BOUNDARY]exterminate[PET_BOUNDARY] us all, as Joseph Conrad pointed out in ""Heart of Darkness,"" his masterpiece on the savagery of colonial exploitation. Kurtz in Conrad's book is the self-deluded megalomaniac ivory trader who ends by planting the shriveled heads of murdered Congolese on pikes outside his remote trading station. ",1
"The campaign to free Panama of Noriega and his dignity battalions was named Operation Just Cause. The invasion took place on 20 December 1989. The six major mission tasks were to Protect U.S. lives and key sites and facilities, Capture and deliver Noriega to competent authority, [PET_BOUNDARY]Neutralize[PET_BOUNDARY] PDF forces, Neutralize PDF command and control, Support establishment of a U.S.-recognized government in Panama, and Restructure the PDF.",1
"you may have a point there, and artificial sweetners may be implicated in problems with gut health as well. i was having some fairly serious lower gi and bm issues, and the doc advised me to [PET_BOUNDARY]lay off[PET_BOUNDARY] the splenda. i dropped it entirely and my condition improved significantly. yeah, yeah, not very scientific i know.",0
"What we will see is a decline in God-believers, because our actual economic system (free market) can nothing with a @ @ @ @ @ @ @ @ @ @: being free and happy. The defect is: free market economy is only an [PET_BOUNDARY]economical[PET_BOUNDARY] situation, nothing more. To know our human nature is a philosophical task. ",0
"Got all the working people and stay-home moms who use it to go to a council meeting and tell them how much it would cost them if all the health benefits, daycare and disease-prevention factors would fall to the city if they offed the pool-- as well as how many tax dollars would disappear if some of them became so [PET_BOUNDARY]disabled[PET_BOUNDARY] they could no longer work. But this was truly small potatos, as is local organizing to feed people who fall through aid cracks etc. ",1
"Woke up way too early... because I was on the couch after having a little slumber party with my daughter so she could [PET_BOUNDARY]sleep with[PET_BOUNDARY] our puppy, Olive. She has is being kennel trained I stayed on the couch with her and the puppy to discourage the puppy getting any ideas. I have tried to get her to sleep in a bed upstairs, but chasing cats is better than sleeping in our bed.",0
"It was expensive, but it would last most of a period if you were careful. They were [PET_BOUNDARY]economical[PET_BOUNDARY]. They were delicious. ",1
"I write this from my studio at the back of our garden in London, to which I have retreated for a few moments to be alone, as ""alone"" is not easily experienced these days. My wife, Felicity, and I have been sequestered here with our two small children, a boy 5, a girl 2; my three older children (whom I had with my [PET_BOUNDARY]late[PET_BOUNDARY] wife, Kate), a girl 18, boy/girl twins 20; and a girlfriend of theirs from university, who was unable to get to her parents overseas. ",1
I am so confused as to what you were reading or who you were talking to that you think no one talks about how hard breastfeeding is or how you don't get any [PET_BOUNDARY]sleep with[PET_BOUNDARY] a newborn.,0
"Rush is to big to be intimidated. If Clear Channel tried to [PET_BOUNDARY]pull the plug[PET_BOUNDARY] on him, his fans would go beserk. Rush is the only one that I listen to regularly these days.",0
"I pay good money to the insurance company to protect myself from underinsured or uninsured drivers, as did the poor woman who [PET_BOUNDARY]passed on[PET_BOUNDARY]. They are going above and beyond to screw over her estate, and lying openly about it. posted by Slap*Happy at 11:41 AM on August 14 21 favorites",1
"Blue intensity matters on those models that have a blue background field. When different items reveal the same brix but one has a less intense blue, it will taste sweeter and be higher in calcium, which [PET_BOUNDARY]neutralize[PET_BOUNDARY]s acids. However, the blue background can be overcast by the not be discouraged if your field of view appears to ""greenout."" Simply rotate your body away from the light source and watch for the demarcation as the light intensity diminishes.",0
"Clearly that position has changed. On Friday, Obama issued an executive order to implement unilateral sanctions against the Gaddafi regime. While the annex of the order only lists five individuals - the Libyan leader, his daughter Aisha, his sons Saif al-Islam, Mutassim, and Khamis - it targets all family members and associates. Hannibal is the only other sibling singled-out in the UN resolution that [PET_BOUNDARY]passed on[PET_BOUNDARY] Saturday.",0
I'm not sure the average obituary post needs to become a dense linkfest or an essay on the [PET_BOUNDARY]dearly departed[PET_BOUNDARY]'s life. posted by MartinWisse at 6:01 PM on November 24 3 favorites,1
